관광지명,관광지분류,주소,운영상세사항,관광지설명,경도,위도,분류,반려견제한사항
신대산 전망대,관광지,제주특별자치도 제주시 추자면 예초리 산 7,연중무휴 / ,바다가 한눈에 보이는 전망대 / 무료,126.3411721,33.95466645,마을 관광자원,
고산리유적안내센터,관광지,제주특별자치도 제주시 한경면 고산리 3650-1,월요일+일요일 / (평일+토요일)09:00~18:00,"우리나라에서 가장 오래된 신석기유적, 동시에 후기 구석기시대 석기가 출토되어 한국에서 확인된 바 없는 유물조합상을 띠고 있음, 이 양상은 시베리아, 만주, 일본, 한반도 지역을 포함하는 동북아시아의 초기 신석기 문화연구에 좋은 자료로서 중요한 유적으로 평가되어 국가사적 412호로 지정되었음, 우리나라 가장 오래된 신석기문화를 간직한 제주 고산리 유적을 널리 알리고 살아있는 선사시대 교육장으로 활용하고자 제주 고산리 유적 안내센터를 2018년 07월부터 운영을 시작함, / 무료",126.1661833,33.30414244,마을 관광자원,
차귀도,자연,제주특별자치도 제주시 한경면 고산리 125,연중무휴 / ,해안절벽과 기암괴석이 절경을 이루는 제주 최대의 무인도로 천연기념물 제422호로 지정 / 무료,126.1478169,33.31110548,마을 관광자원,
수월봉,오름,제주특별자치도 제주시 한경면 고산리 3760,연중무휴 / ,차귀도로 떨어지는 낙조를 즐길 수 있는 천연기념물 제 513호 / 무료,126.1631082,33.29475532,마을 관광자원,
엉알해안,해수욕장+해변,제주특별자치도 제주시 한경면 고산리 3653-3,연중무휴 / ,"엉알해안은 해안절벽이 퇴적층으로 이루어져 있으며 낙조가 아름다운 곳, 유네스코에서 등재한 세계지질공원으로서 올레 12코스에 해당 / 무료",126.167514,33.2994146,마을 관광자원,
낙천아홉굿마을 의자공원,공원,제주특별자치도 제주시 한경면 낙천리 1913,연중무휴 / (평일+주말+공휴일)09:00~17:00,2007년에 시작하여 2년에 걸쳐 주민들 손으로 1천개의 의자를 제작하고 조형물을 설치한 개방형 마을공원 / 무료,126.226761,33.327613,마을 관광자원,
신창리포구,항구,제주특별자치도 제주시 한경면 신창리,연중무휴 / ,바다마을의 매력을 느낄 수 있는 포구 / 무료,126.1802941,33.34834788,마을 관광자원,
성김대건신부제주표착기념관(용수성지),전시관,제주특별자치도 제주시 한경면 용수리 4266,연중무휴(미사시간제외) / (평일+주말+공휴일)09:00~18:00,용수리의 천주교 성지로 천주교를 널리 알리고자 했던 김대건 신부의 의지를 담아 기념할 수 있게 만든 곳 / 무료,126.1676909,33.32288428,마을 관광자원,
당산봉,오름,제주특별자치도 제주시 한경면 용수리 4705,연중무휴 / ,올레 12코스의 끝자락에 있는 세계지질공원의 명소 / 무료,126.1729521,33.30793943,마을 관광자원,
당산봉 알봉,오름,제주특별자치도 제주시 한경면 용수리 2705,연중무휴 / ,올레 13코스의 끝자락에 있는 세계지질공원의 명소 / 무료,126.1706467,33.31156651,마을 관광자원,
용수항(용수리포구),항구,제주특별자치도 제주시 한경면 용수리 4274-1,연중무휴 / ,"한경면 용수리에 위치한 용수항은 어촌마을에서 흔히 볼 수 있는 소규모 어항, 20척 미만의 어선이 정박하며, 용수리포구 또는 용수포구로 불리기도 한다, 제주올레 12코스의 종착지이자 제주올레 13코스의 출발점인 지점 / 무료",126.166382,33.32331052,마을 관광자원,
방림원,공원,제주특별자치도 제주시 한경면 저지리 2120-91,연중무휴 / (평일+주말+공휴일)09:00~18:00,국내최초 세계 야생화 작품 전시 박물관 / 8000원(성인)+6000원(청소년+어린이+경로+장애인),126.26852,33.33711053,마을 관광자원,
생각하는 정원,공원,제주특별자치도 제주시 한경면 저지리 1534,연중무휴 / (평일+주말+공휴일)09:00~18:00,국가지정 민간정원으로 대한민국 대표정원으로 다양한 체험프로그램이 있음 / 12000원(성인)+10000원(청소년+경로)+7000원(어린이),126.255015,33.32550557,마을 관광자원,
환상숲곶자왈공원,공원,제주특별자치도 제주시 한경면 저지리 2848-2,연중무휴 / (평일+토요일)09:00~18:00+(일요일)13:00~18:00,제주의 천연 원시림으로 용암이 남긴 신비한 지형 위에서 다양한 동식물들이 함께 살아가는 독특한 생태계가 유지되는 보존 가치가 높은 지역 / 5000원(성인)+4000원(어린이+장애+국가유공자+도보여행자)+3000원(제주도민)+12000원(족욕체험),126.2630437,33.32287346,마을 관광자원,
저지 예술인마을,공원,제주특별자치도 제주시 한경면 저지리 2120-116,연중무휴 / ,독특한 풍광과 전국 예술인들이 모여 형성된 문화예술인촌 / 무료,126.2670446,33.33949783,마을 관광자원,
제주현대미술관,전시관,제주특별자치도 제주시 한경면 저지리 2114-63,월요일+연휴 / (평일+주말+공휴일)09:00~18:00,저지문화예술마을에 자리한 현대미술관 / 2000원(성인)+1000원(청소년+군인)+500원(어린이)+무료(6세이하+경로+장애인),126.265609,33.33968319,마을 관광자원,
갤러리데이지,전시관,제주특별자치도 제주시 한경면 저지리 2120-12,전시회마다상이 / ,"갤러리는 자연과 어우러지는 독창적이고 예술적인 건축물로 많은 이들로부터 관심과 사랑을 받고 있으며, 국내외 현대미술 작가의 소장할 가치가 있는 작품들을 선보이는 곳 / ",126.2675417,33.3378576,마을 관광자원,
가메창오름,오름,제주특별자치도 제주시 한경면 저지리 1496,연중무휴 / ,"오름의 분화구 모양이 솥 바닥을 닮은 데에서 명칭이 유래했으며 암메 혹은 가마오름이라고 부름, 기슭 일대에 인공적으로 심은 소나무가 우거져 있고, 분화구 주변에는 오래된 소나무가 군락을 이룸 / 무료",126.248594,33.32973146,마을 관광자원,
마오름,오름,제주특별자치도 제주시 한경면 저지리 산55-2,연중무휴 / ,"명칭은 모두 오름의 형상이 말과 닮은 데에서 유래하여 마악(馬岳) 또는 마봉(馬峰)이라고도 부름, 오름 전체가 고운 풀밭으로 덮여 있으며 해송이 듬성듬성 자람, 오름 곳곳에 많은 묘가 자리 잡고 있으며 분화구 부근에 과수원이 있음 / 무료",126.243598,33.33800485,마을 관광자원,
마중오름,오름,제주특별자치도 제주시 한경면 저지리 2143-18,연중무휴 / ,"마중 오름은 예로부터 머종 오름 또는 머종이 오름으로 부르다가, 머중 오름, 마중 오름 등으로 소리가 변하여 전하고 있음, 마중 오름 북동쪽에는 골프장이 들어서 있으며, 서북쪽에는 저지리 예술인 마을이 들어서 있음 / 무료",126.270717,33.33448853,마을 관광자원,
저지오름,오름,제주특별자치도 제주시 한경면 저지리 산51,연중무휴 / ,"닥몰오름, 새오름, 저지악(楮旨岳) 등 여러 별칭으로 불리는 저지오름은 비교적 가파른 깔때기형 산상 분화구를 갖고 있는 화산체, 산상의 분화구를 중심으로 어느 쪽 사면이나 경사와 거리가 비슷한 둥근 산체를 이루고 있음, 오름 각 사면에는 해송이 주종을 이루며 잡목과 함께 울창한 숲을 이루고 있음 / 무료",126.2509689,33.33271206,마을 관광자원,
문화예술 공공수장고,전시관,제주특별자치도 제주시 한경면 저지리 2114-1,월요일+연휴 / (평일+주말+공휴일)09:20~17:20,제주 미디어아트 전시관 / 2000원(성인)+1000원(청소년+군인)+500원(어린이)+무료(6세이하+경로+장애인),126.2645703,33.33722583,마을 관광자원,
유리의 성,전시관,제주특별자치도 제주시 한경면 저지리 3135-1,임시휴무(22년12월까지) / (평일+주말+공휴일)09:00~19:00,국내 최대규모의 유리조형예술체험 테마파크 / 11000원(성인)+9000원(장애인+경로+청소년)+8000원(어린이),126.2737277,33.3146732,마을 관광자원,
수호농원,테마파크,제주특별자치도 제주시 한경면 조수리 326-2,연중무휴 / (평일+주말+공휴일)10:00~22:00,"키위 수확체험, 농산물 강좌, 꿈다락 공유센터를 운영함 / ",126.2319977,33.33643926,마을 관광자원,
송아오름,오름,제주특별자치도 제주시 한경면 조수리 134,연중무휴 / ,오름 일대에 소나무가 많이 자라고 있음에 연유하여 송아오름이라 불리는 오름 / ,126.2385732,33.3356052,마을 관광자원,
산양곶자왈,공원,제주특별자치도 제주시 한경면 청수리 산 6,연중무휴 / (평일+주말+공휴일+하절기)09:00~18:00+(평일+주말+공휴일+동절기)09:00~17:00,곶자왈을 온몸으로 느낄 수 있는 공간 / 6000원(성인)+5000원(청소년+어린이),126.2519525,33.29646688,마을 관광자원,
제주평화박물관,전시관,제주특별자치도 제주시 한경면청수리 847, / (평일+주말+공휴일)08:30~17:00,"일제강점기와 태평양 전쟁 당시의 제주와 전쟁역사를 보관, 전시하고 있는 곳 / ",126.2492621,33.30566729,마을 관광자원,
청수곶자왈,자연,제주특별자치도 제주시 한경면 청수리 산 4, / ,제주도내 최대 운문산 반딧불이 서식지 / ,126.2619706,33.30110693,마을 관광자원,
가마오름,오름,제주특별자치도 제주시 한경면 청수리 1202-1,연중무휴 / ,오름의 모양새가 가마를 엎어 놓은 것과 비슷하다 하여 가마오름이라 불리는 오름 / ,126.2470112,33.30552294,마을 관광자원,
판포오름,오름,제주특별자치도 제주시 한경면 판포리 935-1,연중무휴 / ,소가 누워있는 모양새의 오름 / ,126.2135219,33.35806781,마을 관광자원,
비체올린,테마파크,제주특별자치도 제주시 한경면 판포리 725-1,연중무휴 / (평일+주말+공휴일)08:40~18:00,카약타고 캠핑하고 상상 그 이상의 즐거움이 가득한 국내최초 힐링카약파크 / 14000원(성인개인)+13000원(성인단체+성인도민개인+청소년개인)+12000원(청소년단체+어린이개인+경로개인+장애인개인+국가유공자개인+성인도민단체+청소년도민개인)+11000원(어린이단체+경로단체+장애인단체+국가유공자단체+청소년도민단체+어린이도민개인+경로도민개인+장애인도민개인+국가유공자도민개인)+10000원(어린이도민단체+경로도민단체+장애인도민단체+국가유공자도민단체),126.2185758,33.34946922,마을 관광자원,
싱계물 공원,공원,제주특별자치도 제주시 한경면 신창리 1322-1,연중무휴 / ,제주 숨은 비경 중 하나로 주변 해안풍력발전소와 함께 이국적인 풍경을 볼 수 있는 공원 / 무료,126.1738465,33.34350419,마을 관광자원,
벌내물 공원,공원,제주특별자치도 제주시 한경면 신창리 1321-1,연중무휴 / ,희귀식물 자생지로 자연생태계를 둘러 볼 수 있도록 탐방로와 관광객들이 잠시 쉬고 갈 수 있도록 정자도 마련되어 있음 / 무료,126.174844,33.34298429,마을 관광자원,
신창풍차해안,해수욕장+해변,제주특별자치도 제주시 한경면 신창리 1323,동절기+간절기 / ,제주시 숨은 비경 31곳 중 하나로 풍차6기의 장관을 볼 수 있음 / 무료,126.1765471,33.34535043,마을 관광자원,
영등할망신화공원,공원,제주특별자치도 제주시 한림읍 귀덕리 1030-8,연중무휴 / ,영등할망을 비롯한 다양한 스토리를 지닌 석상을 마주할 수 있는 공간임 / ,126.2926689,33.44361359,마을 관광자원,
귀덕연대,관광지,제주특별자치도 제주시 한림읍 귀덕리 1118,연중무휴 / ,"귀덕초등학교 북쪽에 위치하며, 횃불과 연기를 이용하여 정치·군사적으로 급한 소식을 전하던 통신수단을 말함 / ",126.2932499,33.44258234,마을 관광자원,
이랜드뮤지엄,전시관,제주특별자치도 제주시 한림읍 귀덕리 3861,월요일 / (평일+주말+공휴일)09:00~18:00,"헐리우드 영화와 관련된 세계 최고, 최대의 컬렉션을 바탕으로, 영화의 제작 과정과 배우, 감독, 시상식에 관련한 진품들을 소유하고 있는 박물관 / 3000원",126.2743892,33.43585803,마을 관광자원,
배령연대,관광지,제주특별자치도 제주시 한림읍 금능리 1603,연중무휴 / ,제주특별자치도 제주시 한림읍 금능리에 있는 조선 시대 명월진 소속의 연대 / 무료,126.2234075,33.38845501,마을 관광자원,
금능석물원,테마파크,제주특별자치도 제주시 한림읍 금능리 1282-9,연중무휴 / (평일+주말+공휴일)08:30~17:30,똑같이 생긴 하르방만 본 여행객들에게 제주 석물의 진수를 감상할 수 있게 하는 곳 / 4000원(성인)+3000원(청소년)+무료(어린이),126.2268329,33.38485201,마을 관광자원,
금능포구,항구,제주특별자치도 제주시 한림읍 금능리 1494-12,연중무휴 / ,에메랄드 빛 바다 위 평화로운 포구 / 무료,126.2281284,33.38965652,마을 관광자원,
금능해수욕장,해수욕장+해변,제주특별자치도 제주시 한림읍 금능리 2036-2,동절기+간절기 / ,"전통어로 체험이 가능한 은빛 해수욕장 , 바닥이 훤히 비치는 투명한 물빛과 바닷물이 찰박거리는 얕은 수심, 물놀이 후 따뜻하게 즐기는 온수 샤워까지 아이들과 다녀오기에 최적의 조건을 갖춘 해수욕장 / 무료",126.2358922,33.39043486,마을 관광자원,
탐나라공화국(제주남이섬),관광지,제주특별자치도 제주시 한림읍 금악리 81-8,연중무휴 / (평일+주말+공휴일)10:00~18:00,남이섬 신화의 주인공 강우현 대표의 또 다른 상상나라 / 10000원(성인당일비자+어린이1년여권)+20000원(성인1년여권)+5000원(어린이당일비자),126.3256942,33.33451741,마을 관광자원,
