,식당명,닉네임,리뷰,방문일자
654,산지해장국 중문점,고바진 제주,"산지해장국 중문점은 개인적으로 본점만큼 맛있고 본점보다 푸짐한거 같아요. 양이 너무 많아서 요즘은 주로 포장해서 집에서 끓여 먹
는데요, 푹 끓여 먹으면 맛있습니다. 제주도 해장국집 많고 많이 다녔지만, 아직까진 제겐 최애 해장국집입니다. 단지 양이 많아서만은 
아니고 재료에서 냄새도 안나고 부드럽고, 시원한 육수가 그만이거든요. 영업시간은 07:00 ~ 15:00 매주 월요일 휴무이며 매장 ...",23.4.20.목
655,산지해장국 중문점,JeongYunS2,"내부 깔끔하고 이모님 친절하시고 양 푸짐하고, 맛있고, 가성비 또한 최고입니다. 셀프바에 계란도 있어서 해장국에 넣어먹었어요. 식사
하는 내내 행복했습니다 감사합니다. 또 갈게요.",23.3.10.금
656,산지해장국 중문점,초류향,"매장이너무덥고 음식이 늦게나온다
맛은 산지해장국맛이다",23.8.4.금
657,산지해장국 중문점,or****,"웨이팅이 좀 있지만 기다린 보람이 있는 곳!!
양도 많고 맛도 있고~
깍두기가 정말 맛있는데 포장도 주시면 좋겠어요ㅜㅜ",23.7.18.화
658,산지해장국 중문점,DB손해보험 컨설팅서비스,주차장은 따로없고 맛은깔끔해요,23.6.24.토
659,산지해장국 중문점,02나유니빠,"제주에서 5일 있으면서 애들과 순 느끼하고 초딩 메뉴만 먹다보니 마지막 날 아침에 매콤덩어리를 찾아 호텔을 뛰쳐나왔다. 8시에 산지
해장국 문을 열고 감동의 눈물을 흘렸다. '오아시스다!' 아재향 물씬 나는 식당에서 들어서서 내장탕을 주문하고 식사가 나오는 10여분 
동안 어찌나 설레던지. 뚝배기가 내 앞에 놓여지자 그 비쥬얼과 향에 또 폭풍감동! 옆에 노가다 아재들 아침부터 소주 까시면서 인...",23.2.13.월
660,산지해장국 중문점,yeonnycow,와맛있다 ㅠㅠ,23.10.22.일
661,산지해장국 중문점,고바진 제주,"오늘도 해장국, 내장탕 포장했어요. 늘 먹던 맛있는 맛입니다. 아직 다른곳은 눈에 들지 않아요.",23.7.4.화
662,산지해장국 중문점,seonki03,굿,23.10.2.월
663,산지해장국 중문점,j64****,"산지해장국 처음 먹어봤는데 진짜찐입니다
양너무푸짐하고 재료들도신선하고 너무맛있네요
사장님도 너무 친절하세요 💙",23.3.24.금
664,산지해장국 중문점,쌩까기,친절해서 또 가고싶어지는 곳,23.7.24.월
665,산지해장국 중문점,hymang20,"제일 관광지스럽지 않은 음식이어서 제주에서 먹었던 음식 중 가장 만족스러웠어요!
소고기 해장국인데 소고기+선지+콩나물+우거지 모두 푸짐하고 얼큰합니다. 먹은 술도 없는데 해장되는 기분이에요👍👍
선지 특유의 냄새 없이 깔끔한 맛이 최고입니다. 적극 추천!! (+선지 빼달라고 하면 빼주시는 것 같더라요!!)",23.2.4.토
666,산지해장국 중문점,sunmin2122,제주에서 가장 좋아하는 내장탕집이에요! 제주올때마다 가고 있는데 언제나 친절하시고 항상 맛있어요~ 본점 서귀포점까지 다 가봤는데 맛은 다 동일하고 친절함이랑 청결함이 중문점이 최고였어요 그래서 저는 이제 중문점만 갑니다^^ 또갈게요!!,23.4.25.화
667,산지해장국 중문점,희원마미,ㅇ,23.10.4.수
668,산지해장국 중문점,seonki03,굿,23.9.26.화
669,산지해장국 중문점,GwakHG26,"도민이 데려가서 함께 먹었는데 굿굿
",23.8.6.일
670,산지해장국 중문점,오랜지지,내장 완전 푸짐하게 들어있고 국물도 진~짜 시원합니다. 친구가 갈때마다 10봉 포장해온다는데 그 이유를 알것 같아요. 강추!!!!!!,23.5.4.목
671,산지해장국 중문점,HANA Bee,최자픽의 정수 같은 곳이에요. 소주와 함께 맛난 음식 곁들여야 하는 아재입맛들이 사랑할 곳입니다. 육지에는 없을 곳이에요. 여의도 화목순대국 맛있게 드셨다면 여기도 좋아하실 거에요.,23.2.28.화
672,산지해장국 중문점,8v8,정말 맛있어요. 처음 방문했는데 제주 올 때마다 방문 할 것 .. 깔끔 시원 칼칼 .. 패스트푸드 .. 넘 좋습니다.. ,23.6.2.금
673,산지해장국 중문점,rus****,"제주도에 해장국 유명한곳이 많지만 원픽은 산지해장국 내장탕입니다!!!
내장 양도 엄청많고, 다진마늘에 다진고추 넣어서 먹으면 이만한게 없네요. 여러곳이 있으니 가까운곳에서 드시면 좋을듯~ 내장탕 해장국은 산지해장국이 최고!!",23.3.2.목
674,산지해장국 중문점,ONX aka Sunon,역시 저는 이곳이 제주 최고의 해장국집인 것 같습니다. 선지의 신선함은 이곳을 따라갈 곳이 없습니다. 매번 갈 때마다 엄청 만족하고 있답니다! ,23.6.18.일
675,산지해장국 중문점,복쟁이97,ㅇㅇ,23.8.22.화
676,산지해장국 중문점,빛나는돌00,소 내장탕 정말 맛있어요!!,23.8.6.일
677,산지해장국 중문점,그런게잇다아,내장탕 완전 맛있어요 완전추천합니당,23.4.21.금
678,산지해장국 중문점,노랑마녀76,"괜히 유명한것이 아니었음
아침은 산지해장국이 답!",23.5.25.목
679,산지해장국 중문점,ste****,중문 맛집입니다^-^♡,23.5.20.토
680,산지해장국 중문점,아람쓰,"인생 해장국집
추천왕추천 
또또또간집",23.5.20.토
681,산지해장국 중문점,하룡82,"나혼자 산다 박나래 님이 간곳이라 가보고 싶었는데 가보게 된곳이에용 앞에 주차장도 넓어서 좋았고 통유리창으로 보여지는 뷰도 너
무 좋았어여! 죽은 정성이 들어간 음식이라 금액대는 있다고 생각해요! 하지만 양도 엄청 많고 맛있었어요 종류 별로 다 먹어봤는데 저
는 조개죽이 너무 맛있었어요 조개여서 비릴줄 알았는데 하나도 안비리고  너무 고소하고 맛있었어요 완전 추천!! 대부분 오분작...",22.12.19.월
682,산지해장국 중문점,JeongYunS2,여전히 맛있습니다,23.6.15.목
683,산지해장국 중문점,동동둥둥구리,선지와 얇게 썬 소고기와 콩나물이 들어있는 해장국. 내장이 가득한 내장탕. 내장탕은 좀 먹다보니 니글거리더라구요ㅎㅎ 같이 주시는 깍두기 국물로 니글함을 잡아주세요!,23.1.21.토
684,산지해장국 중문점,bellania,본점만 주로 가다가 중문점은 이번에 처음 가봤는데 너무 친절하시고 기분좋게 밥먹고 왔네요,23.3.26.일
685,산지해장국 중문점,철인23호,"일하는 현장이 중문에 있어서 주2~3번 점심먹으러가도 질리지않고 맛있습니다. 든든하고 양곱창 가득한 내장탕 강추 덕분에 여름 건강
하게 보내고있습니다. 저녁에도 영업한다면 포장, 한 잔 자주올거같은데 그게 아쉽네요 ㅎ",23.2.2.목
686,산지해장국 중문점,독거방랑식객,"숙소부근이라 찾기쉬워 들러봤네요..
해장하기 좋았던..",23.3.16.목
687,산지해장국 중문점,프로맛집탐방러 아리차,"우연히 찾아간 곳
첨에 몇테이블 없었는데 먹다보니 꽉 차고 대기줄까지~~.
맛있다!",23.2.3.금
688,산지해장국 중문점,dan****,Good,23.9.2.토
689,산지해장국 중문점,제주의중심,건더기가 듬뿍들어간 해장국집이었습니다.,23.5.6.토
690,산지해장국 중문점,청주페이쓰기,옴뇸뇸,23.6.26.월
691,산지해장국 중문점,woomhui,"국물도 진하고 적당히 칼칼하고~
콩나물도 가득 배추까지~
시원하고 맛나요",23.3.7.화
692,산지해장국 중문점,끼리48,"해장국 내장탕 둘다 맛있어요
오늘으 해장국먹었어여",23.3.23.목
693,산지해장국 중문점,solyuni,"평소에도내장탕을 좋아해서 기대를 엄청하고 방문!!! 이거슨.....내 최애 내장탕집보다 더더더 부드러울수가😭 마늘반숟가락,청양고추한숟가락 넣어먹으면 끝남....내장탕러버분들 꼭드셔보세요!!!!!",23.1.15.일
694,산지해장국 중문점,풀물52,"넘 맛있어요. 항상 은희네해장국 본점 에서 먹었는데 숙소에서 멀어서 검색해서 왔는데 넘 맛있어요 내장탕은 건더기가 정말 푸짐해서 
다 못먹어서 아까워요. 추천하는 맛집이 됫네요",23.3.18.토
695,산지해장국 중문점,이민재35,"아침에 먹고 비행기타고 올라왔는데, 자녁까지 든든하네요.",23.5.20.토
696,산지해장국 중문점,나의 방문일지,"일단 성산점에서 너무 맛있게먹어서 왔는데 너무 바빠서 그런지 먼저 앉았는데도 뒤에 두팀 먼저 음식내주고,, 다른팀에서 선지 빼달라고 했는데 제음식에 선지가 없고,, 좀 정신도 없고 이리저리 안좋았습니다 성산점에서 너무 맛있던기억이 있어서 왔는데 오히려 본점이 더 아쉽네요,, 그냥 차라리 다른 노형직영점 가는게 나을거같네요 내장탕도 뭔가 더 걸쭉? 한 느낌? 맛은있었으나 굳이 또 안갈거아요",23.3.5.일
697,산지해장국 중문점,어진이77,내장탕을 시켰는데  건더기가 넘넘 많고 맛있어요  국물보다 건더기를 좋아하는 내겐  우리동네 맛집 인정😋,23.2.18.토
698,산지해장국 중문점,소심뙈지,"제주를 떠나오면 바로 생각나는거 아시쥬. 내장 가득~하고 얼큰~한 내장탕과 해장국🥣 어디서 그 퐌타스틱한 맛과 더불어 가성비, 가
심비를 찾을 수 있을까유😆 평일 오픈 시간 맞춰서 갔는데 자리 금방 가득찬거 실화냐인가유. 하, 리뷰를 쓰는 지금도 생각나네유. 입안
 가득 그 맛, 가게 분위기에서 나오는 그 갬성. 먹고싶어유, 백천만그릇😋 *소 내장탕: 만천원, 소고기해장국: 만원",22.11.22.화
699,산지해장국 중문점,베실랑,맛있습니다!! 마늘 넣어 먹으면 굿,23.4.6.목
700,산지해장국 중문점,술꾼도시참새,"재료듬뿍 짜지않은 국물에 뜨끈한 해장국 좋아요. 
대부분 손님들은 내장탕을 드시던데 부들부들하고 신선했어요. ",23.2.3.금
701,산지해장국 중문점,Candle285,"해장국 좋아하는 엄마랑 호록
엄마 반응이 그렇게 뜨겁진않았지만
현지스러워서 만족(?)",23.2.8.수
702,산지해장국 중문점,마수연,푸짐한 내장이 가득들어가 과음을 하고싶은 해장국집,23.5.1.월
703,산지해장국 중문점,겨울여자,내장탕은 역시 산지해장국!!! 👍 ,23.1.16.월
704,산지해장국 중문점,말랑카우우,"내장탕에 내장이 미친듯이 많이 들어있어요!!
양도 많고 맛있음",23.1.14.토
705,산지해장국 중문점,JeongYunS2,인생 해장국집. 신랑은 내장탕이 이렇게 냄새가 안나고 맛있기가 쉽지 않다고 하면서 밥을 두 공기를 먹었네요.,22.12.9.금
706,산지해장국 중문점,pho****,뜨거운데 시원하다 먹고나면 후회된다 왜 이제 왔을까 천천히 먹었어야 했어 오래오래 먹고 싶지만 배불러서 지고나오는 곳,23.4.4.화
707,산지해장국 중문점,SSoon,이번 제주여행의 목적이었어요 술이랑 같이 꼭 멉고싶어서 렌트카 없이 호텔도 근처로 잡았어요 내장탕 정말정말 맛있습니다,23.2.6.월
708,산지해장국 중문점,syu3140,해장국 너무 맛있어요. 실수로 셀프바에서 소스를 흘려서 너무 죄송했는데 사장님께서 친절하게 응대해 주셨어요~제주도 오면 또 찾을것 같아요 ㅎ,23.3.16.목
709,산지해장국 중문점,뽀앤뽀리,벌써 몇번째 방문인지 모르겠지만 영수증 받을때면 리뷰 남기고 있어요! 오늘은 아버님이랑 갔는데 양에 놀라시고 맛에 놀라시네요! 늘 푸짐하고 맛있게 먹는 곳 좋아요!,23.3.26.일
710,산지해장국 중문점,솔딩,내용물이 많아서 먹다가 지쳤습니다. 맛은 당연히 맛있구요!! 해장으로 완전 추천입니다,23.1.29.일
711,산지해장국 중문점,020236,제주하면 산지해장국이에요 존맛탱,23.4.11.화
712,산지해장국 중문점,sch****,친절하고 맛있어요,23.5.3.수
713,산지해장국 중문점,쿨가이1233,ㅇ,23.6.8.목
714,산지해장국 중문점,마부,"내장탕 못 먹는데 여기껀 먹어요
다른 지점보다 친절하세요",23.5.3.수
715,산지해장국 중문점,딸기맛헬륨,"여기 내장탕 꼭 드세요!!!
내장이 많다못해 넘칩니다
간장+ 식초+ 와사비 소스에 내장 찍어먹으면 최고!!! 바로 해장 가능이에요",22.12.1.목
716,산지해장국 중문점,모모9664,"최자로드 영상보고 반신반의로 왔는데  영상에서 나온 그대로네요 👍🏻👍🏻👍🏻👍🏻 이렇게 냄새 안나고 부드럽고 이렇게 양 많은 내장탕 처
음인듯  곱창에 곱도 그득 그득입니다  잘먹고 갑니다 ~~~ ^^",22.10.24.월
717,산지해장국 중문점,Gargamel Smurfette,소고기해장국 선지도 듬뿍 맛있어요,23.1.23.월
718,산지해장국 중문점,블라썸82,공항근처서 넘. 맛나게 먹었는데 체인점이길래 함 더 방문했어요. 이곳은 사람이 덜 붐벼서 좀더영유있게 먹을 수 있어 좋았어요. 맛은 역시 최고입니다~~,22.12.20.화
719,산지해장국 중문점,율리안나15,얼큰하고 든든해요 3시까지라 부랴부랴 뛰어갔는데 2시반에 재료소진이라 하는 이유가 있었네요 ㅣㅎㅎ ,23.1.2.월
720,산지해장국 중문점,말랑카우우,양이 엄청많고 맛있어요!,23.2.17.금
721,산지해장국 중문점,뇽65,"내용물이 너무 많아 국물이 얼마없을정도에요! ㅎㅎ
진하고 맛있습니다!",23.1.14.토
722,산지해장국 중문점,블라썸82,"아이들 데리고가 허겁지겁 먹느라 사진이 없네요 마감시간 즈음가서 가장 늦게까지 먹었거든요. 눈ㅊㅣ 안주시고 먹게 배려해주셔서 
좋았어요. 맛은 진짜 최고입니다. 내장탕 좋아하는데 여지껏 먹은건 내장탕이 아니었어요 ㅜㅠ 부드럽고 맛나고 깔끔!!  해장국도 다대
기 뺀거먹었는데 안비렸어요 ㅋㅋ 신선도 최고 3시에 문닫으니 일찍가세요~~~",22.12.4.일
723,산지해장국 중문점,아람쓰,양도많고 푸짐해요!!!👍🏻👍🏻👍🏻👍🏻,22.11.21.월
724,산지해장국 중문점,kihun7111,제주도 갈때마다 방문하는 곳인데 항상 맛있고 최곱니다!,23.3.9.목
725,산지해장국 중문점,닥행,해장국 너무 맛있어요. 산지해장국 체인 중에서도 맛이  뛰어나요. 생긴지 얼마 안되서 실내도 깔끔해요. 친절하고요. 아주 좋아요. ,23.2.1.수
726,산지해장국 중문점,희원마미,ㅇ,23.4.25.화
727,산지해장국 중문점,로이터제주,"배추가 들어간 내장탕
내장탕 제주 2등.",23.1.17.화
728,산지해장국 중문점,yjmin14115,"내장탕과소고기해장국 정말  맛이 좋아요  양도 푸짐하고  넉넉하게 주시내요
양도곱창도 부드럽고 질기지않아 어린이로부터 어른에이르기까지 모두가 좋아하고 맛을 즐길수 있는 곳이되겠군요
산지중문점  대박나세요^^",22.12.13.화
729,산지해장국 중문점,희원마미,ㅇ,23.4.20.목
730,산지해장국 중문점,봉봉307,맛이떠마이떠마시이떠요👍,22.12.9.금
